car,buying,maint,doors,persons,lug_boot,safety,car_acceptabillity
c1149,med,med,4,4,med,high,vgood
c1150,med,med,4,4,big,low,unacc
c1151,med,med,4,4,big,med,acc
c1152,med,med,4,4,big,high,vgood
c1153,med,med,4,more,small,low,unacc
c1154,med,med,4,more,small,med,acc
c1155,med,med,4,more,small,high,acc
c1156,med,med,4,more,med,low,unacc
c1157,med,med,4,more,med,med,acc
c1158,med,med,4,more,med,high,vgood
c1159,med,med,4,more,big,low,unacc
c1160,med,med,4,more,big,med,acc
c1161,med,med,4,more,big,high,vgood
c1162,med,med,5more,2,small,low,unacc
c1163,med,med,5more,2,small,med,unacc
c1164,med,med,5more,2,small,high,unacc
c1165,med,med,5more,2,med,low,unacc
c1166,med,med,5more,2,med,med,unacc
c1167,med,med,5more,2,med,high,unacc
c1168,med,med,5more,2,big,low,unacc
c1169,med,med,5more,2,big,med,unacc
c1170,med,med,5more,2,big,high,unacc
c1171,med,med,5more,4,small,low,unacc
c1172,med,med,5more,4,small,med,acc
c1173,med,med,5more,4,small,high,acc
c1174,med,med,5more,4,med,low,unacc
c1175,med,med,5more,4,med,med,acc
c1176,med,med,5more,4,med,high,vgood
c1177,med,med,5more,4,big,low,unacc
c1178,med,med,5more,4,big,med,acc
c1179,med,med,5more,4,big,high,vgood
c1180,med,med,5more,more,small,low,unacc
c1181,med,med,5more,more,small,med,acc
c1182,med,med,5more,more,small,high,acc
c1183,med,med,5more,more,med,low,unacc
c1184,med,med,5more,more,med,med,acc
c1185,med,med,5more,more,med,high,vgood
c1186,med,med,5more,more,big,low,unacc
c1187,med,med,5more,more,big,med,acc
c1188,med,med,5more,more,big,high,vgood
c1189,med,low,2,2,small,low,unacc
c1190,med,low,2,2,small,med,unacc
c1191,med,low,2,2,small,high,unacc
c1192,med,low,2,2,med,low,unacc
c1193,med,low,2,2,med,med,unacc
c1194,med,low,2,2,med,high,unacc
c1195,med,low,2,2,big,low,unacc
c1196,med,low,2,2,big,med,unacc
c1197,med,low,2,2,big,high,unacc
c1198,med,low,2,4,small,low,unacc
c1199,med,low,2,4,small,med,acc
c1200,med,low,2,4,small,high,good
c1201,med,low,2,4,med,low,unacc
c1202,med,low,2,4,med,med,acc
c1203,med,low,2,4,med,high,good
c1204,med,low,2,4,big,low,unacc
c1205,med,low,2,4,big,med,good
c1206,med,low,2,4,big,high,vgood
c1207,med,low,2,more,small,low,unacc
c1208,med,low,2,more,small,med,unacc
c1209,med,low,2,more,small,high,unacc
c1210,med,low,2,more,med,low,unacc
c1211,med,low,2,more,med,med,acc
c1212,med,low,2,more,med,high,good
c1213,med,low,2,more,big,low,unacc
c1214,med,low,2,more,big,med,good
c1215,med,low,2,more,big,high,vgood
c1216,med,low,3,2,small,low,unacc
c1217,med,low,3,2,small,med,unacc
c1218,med,low,3,2,small,high,unacc
c1219,med,low,3,2,med,low,unacc
c1220,med,low,3,2,med,med,unacc
c1221,med,low,3,2,med,high,unacc
c1222,med,low,3,2,big,low,unacc
c1223,med,low,3,2,big,med,unacc
c1224,med,low,3,2,big,high,unacc
c1225,med,low,3,4,small,low,unacc
c1226,med,low,3,4,small,med,acc
c1227,med,low,3,4,small,high,good
c1228,med,low,3,4,med,low,unacc
c1229,med,low,3,4,med,med,acc
c1230,med,low,3,4,med,high,good
c1231,med,low,3,4,big,low,unacc
c1232,med,low,3,4,big,med,good
c1233,med,low,3,4,big,high,vgood
c1234,med,low,3,more,small,low,unacc
c1235,med,low,3,more,small,med,acc
c1236,med,low,3,more,small,high,good
c1237,med,low,3,more,med,low,unacc
c1238,med,low,3,more,med,med,good
c1239,med,low,3,more,med,high,vgood
c1240,med,low,3,more,big,low,unacc
c1241,med,low,3,more,big,med,good
c1242,med,low,3,more,big,high,vgood
c1243,med,low,4,2,small,low,unacc
c1244,med,low,4,2,small,med,unacc
c1245,med,low,4,2,small,high,unacc
c1246,med,low,4,2,med,low,unacc
c1247,med,low,4,2,med,med,unacc
c1248,med,low,4,2,med,high,unacc
c1249,med,low,4,2,big,low,unacc
c1250,med,low,4,2,big,med,unacc
c1251,med,low,4,2,big,high,unacc
c1252,med,low,4,4,small,low,unacc
c1253,med,low,4,4,small,med,acc
c1254,med,low,4,4,small,high,good
c1255,med,low,4,4,med,low,unacc
c1256,med,low,4,4,med,med,good
c1257,med,low,4,4,med,high,vgood
c1258,med,low,4,4,big,low,unacc
c1259,med,low,4,4,big,med,good
c1260,med,low,4,4,big,high,vgood
c1261,med,low,4,more,small,low,unacc
c1262,med,low,4,more,small,med,acc
c1263,med,low,4,more,small,high,good
c1264,med,low,4,more,med,low,unacc
c1265,med,low,4,more,med,med,good
c1266,med,low,4,more,med,high,vgood
c1267,med,low,4,more,big,low,unacc
c1268,med,low,4,more,big,med,good
c1269,med,low,4,more,big,high,vgood
c1270,med,low,5more,2,small,low,unacc
c1271,med,low,5more,2,small,med,unacc
c1272,med,low,5more,2,small,high,unacc
c1273,med,low,5more,2,med,low,unacc
c1274,med,low,5more,2,med,med,unacc
c1275,med,low,5more,2,med,high,unacc
c1276,med,low,5more,2,big,low,unacc
c1277,med,low,5more,2,big,med,unacc
c1278,med,low,5more,2,big,high,unacc
c1279,med,low,5more,4,small,low,unacc
c1280,med,low,5more,4,small,med,acc
c1281,med,low,5more,4,small,high,good
c1282,med,low,5more,4,med,low,unacc
c1283,med,low,5more,4,med,med,good
c1284,med,low,5more,4,med,high,vgood
c1285,med,low,5more,4,big,low,unacc
c1286,med,low,5more,4,big,med,good
c1287,med,low,5more,4,big,high,vgood
c1288,med,low,5more,more,small,low,unacc
c1289,med,low,5more,more,small,med,acc
c1290,med,low,5more,more,small,high,good
c1291,med,low,5more,more,med,low,unacc
c1292,med,low,5more,more,med,med,good
c1293,med,low,5more,more,med,high,vgood
c1294,med,low,5more,more,big,low,unacc
c1295,med,low,5more,more,big,med,good
c1296,med,low,5more,more,big,high,vgood
c1297,low,vhigh,2,2,small,low,unacc
c1298,low,vhigh,2,2,small,med,unacc
c1299,low,vhigh,2,2,small,high,unacc
c1300,low,vhigh,2,2,med,low,unacc
c1301,low,vhigh,2,2,med,med,unacc
c1302,low,vhigh,2,2,med,high,unacc
c1303,low,vhigh,2,2,big,low,unacc
c1304,low,vhigh,2,2,big,med,unacc
c1305,low,vhigh,2,2,big,high,unacc
c1306,low,vhigh,2,4,small,low,unacc
c1307,low,vhigh,2,4,small,med,unacc
c1308,low,vhigh,2,4,small,high,acc
c1309,low,vhigh,2,4,med,low,unacc
c1310,low,vhigh,2,4,med,med,unacc
c1311,low,vhigh,2,4,med,high,acc
c1312,low,vhigh,2,4,big,low,unacc
c1313,low,vhigh,2,4,big,med,acc
c1314,low,vhigh,2,4,big,high,acc
c1315,low,vhigh,2,more,small,low,unacc
c1316,low,vhigh,2,more,small,med,unacc
c1317,low,vhigh,2,more,small,high,unacc
c1318,low,vhigh,2,more,med,low,unacc
c1319,low,vhigh,2,more,med,med,unacc
c1320,low,vhigh,2,more,med,high,acc
c1321,low,vhigh,2,more,big,low,unacc
c1322,low,vhigh,2,more,big,med,acc
c1323,low,vhigh,2,more,big,high,acc
c1324,low,vhigh,3,2,small,low,unacc
c1325,low,vhigh,3,2,small,med,unacc
c1326,low,vhigh,3,2,small,high,unacc
c1327,low,vhigh,3,2,med,low,unacc
c1328,low,vhigh,3,2,med,med,unacc
c1329,low,vhigh,3,2,med,high,unacc
c1330,low,vhigh,3,2,big,low,unacc
c1331,low,vhigh,3,2,big,med,unacc
c1332,low,vhigh,3,2,big,high,unacc
c1333,low,vhigh,3,4,small,low,unacc
c1334,low,vhigh,3,4,small,med,unacc
c1335,low,vhigh,3,4,small,high,acc
c1336,low,vhigh,3,4,med,low,unacc
c1337,low,vhigh,3,4,med,med,unacc
c1338,low,vhigh,3,4,med,high,acc
c1339,low,vhigh,3,4,big,low,unacc
c1340,low,vhigh,3,4,big,med,acc
c1341,low,vhigh,3,4,big,high,acc
c1342,low,vhigh,3,more,small,low,unacc
c1343,low,vhigh,3,more,small,med,unacc
c1344,low,vhigh,3,more,small,high,acc
c1345,low,vhigh,3,more,med,low,unacc
c1346,low,vhigh,3,more,med,med,acc
c1347,low,vhigh,3,more,med,high,acc
c1348,low,vhigh,3,more,big,low,unacc
c1349,low,vhigh,3,more,big,med,acc
c1350,low,vhigh,3,more,big,high,acc
c1351,low,vhigh,4,2,small,low,unacc
c1352,low,vhigh,4,2,small,med,unacc
c1353,low,vhigh,4,2,small,high,unacc
c1354,low,vhigh,4,2,med,low,unacc
c1355,low,vhigh,4,2,med,med,unacc
c1356,low,vhigh,4,2,med,high,unacc
c1357,low,vhigh,4,2,big,low,unacc
c1358,low,vhigh,4,2,big,med,unacc
c1359,low,vhigh,4,2,big,high,unacc
c1360,low,vhigh,4,4,small,low,unacc
c1361,low,vhigh,4,4,small,med,unacc
c1362,low,vhigh,4,4,small,high,acc
c1363,low,vhigh,4,4,med,low,unacc
c1364,low,vhigh,4,4,med,med,acc
c1365,low,vhigh,4,4,med,high,acc
c1366,low,vhigh,4,4,big,low,unacc
c1367,low,vhigh,4,4,big,med,acc
c1368,low,vhigh,4,4,big,high,acc
c1369,low,vhigh,4,more,small,low,unacc
c1370,low,vhigh,4,more,small,med,unacc
c1371,low,vhigh,4,more,small,high,acc
c1372,low,vhigh,4,more,med,low,unacc
c1373,low,vhigh,4,more,med,med,acc
c1374,low,vhigh,4,more,med,high,acc
c1375,low,vhigh,4,more,big,low,unacc
c1376,low,vhigh,4,more,big,med,acc
c1377,low,vhigh,4,more,big,high,acc
c1378,low,vhigh,5more,2,small,low,unacc
c1379,low,vhigh,5more,2,small,med,unacc
c1380,low,vhigh,5more,2,small,high,unacc
c1381,low,vhigh,5more,2,med,low,unacc
c1382,low,vhigh,5more,2,med,med,unacc
c1383,low,vhigh,5more,2,med,high,unacc
c1384,low,vhigh,5more,2,big,low,unacc
c1385,low,vhigh,5more,2,big,med,unacc
c1386,low,vhigh,5more,2,big,high,unacc
c1387,low,vhigh,5more,4,small,low,unacc
c1388,low,vhigh,5more,4,small,med,unacc
c1389,low,vhigh,5more,4,small,high,acc
c1390,low,vhigh,5more,4,med,low,unacc
c1391,low,vhigh,5more,4,med,med,acc
c1392,low,vhigh,5more,4,med,high,acc
c1393,low,vhigh,5more,4,big,low,unacc
c1394,low,vhigh,5more,4,big,med,acc
c1395,low,vhigh,5more,4,big,high,acc
c1396,low,vhigh,5more,more,small,low,unacc
c1397,low,vhigh,5more,more,small,med,unacc
c1398,low,vhigh,5more,more,small,high,acc
c1399,low,vhigh,5more,more,med,low,unacc
c1400,low,vhigh,5more,more,med,med,acc
c1401,low,vhigh,5more,more,med,high,acc
c1402,low,vhigh,5more,more,big,low,unacc
c1403,low,vhigh,5more,more,big,med,acc
c1404,low,vhigh,5more,more,big,high,acc
c1405,low,high,2,2,small,low,unacc
c1406,low,high,2,2,small,med,unacc
c1407,low,high,2,2,small,high,unacc
c1408,low,high,2,2,med,low,unacc
c1409,low,high,2,2,med,med,unacc
c1410,low,high,2,2,med,high,unacc
c1411,low,high,2,2,big,low,unacc
c1412,low,high,2,2,big,med,unacc
c1413,low,high,2,2,big,high,unacc
c1414,low,high,2,4,small,low,unacc
c1415,low,high,2,4,small,med,acc
c1416,low,high,2,4,small,high,acc
c1417,low,high,2,4,med,low,unacc
c1418,low,high,2,4,med,med,acc
c1419,low,high,2,4,med,high,acc
c1420,low,high,2,4,big,low,unacc
c1421,low,high,2,4,big,med,acc
c1422,low,high,2,4,big,high,vgood
c1423,low,high,2,more,small,low,unacc
c1424,low,high,2,more,small,med,unacc
c1425,low,high,2,more,small,high,unacc
c1426,low,high,2,more,med,low,unacc
c1427,low,high,2,more,med,med,acc
c1428,low,high,2,more,med,high,acc
c1429,low,high,2,more,big,low,unacc
c1430,low,high,2,more,big,med,acc
c1431,low,high,2,more,big,high,vgood
c1432,low,high,3,2,small,low,unacc
c1433,low,high,3,2,small,med,unacc
c1434,low,high,3,2,small,high,unacc
c1435,low,high,3,2,med,low,unacc
c1436,low,high,3,2,med,med,unacc
c1437,low,high,3,2,med,high,unacc
c1438,low,high,3,2,big,low,unacc
c1439,low,high,3,2,big,med,unacc
c1440,low,high,3,2,big,high,unacc
c1441,low,high,3,4,small,low,unacc
c1442,low,high,3,4,small,med,acc
c1443,low,high,3,4,small,high,acc
c1444,low,high,3,4,med,low,unacc
c1445,low,high,3,4,med,med,acc
c1446,low,high,3,4,med,high,acc
c1447,low,high,3,4,big,low,unacc
c1448,low,high,3,4,big,med,acc
c1449,low,high,3,4,big,high,vgood
c1450,low,high,3,more,small,low,unacc
c1451,low,high,3,more,small,med,acc
c1452,low,high,3,more,small,high,acc
c1453,low,high,3,more,med,low,unacc
c1454,low,high,3,more,med,med,acc
c1455,low,high,3,more,med,high,vgood
c1456,low,high,3,more,big,low,unacc
c1457,low,high,3,more,big,med,acc
c1458,low,high,3,more,big,high,vgood
c1459,low,high,4,2,small,low,unacc
c1460,low,high,4,2,small,med,unacc
c1461,low,high,4,2,small,high,unacc
c1462,low,high,4,2,med,low,unacc
c1463,low,high,4,2,med,med,unacc
c1464,low,high,4,2,med,high,unacc
c1465,low,high,4,2,big,low,unacc
c1466,low,high,4,2,big,med,unacc
c1467,low,high,4,2,big,high,unacc
c1468,low,high,4,4,small,low,unacc
c1469,low,high,4,4,small,med,acc
c1470,low,high,4,4,small,high,acc
c1471,low,high,4,4,med,low,unacc
c1472,low,high,4,4,med,med,acc
c1473,low,high,4,4,med,high,vgood
c1474,low,high,4,4,big,low,unacc
c1475,low,high,4,4,big,med,acc
c1476,low,high,4,4,big,high,vgood
c1477,low,high,4,more,small,low,unacc
c1478,low,high,4,more,small,med,acc
c1479,low,high,4,more,small,high,acc
c1480,low,high,4,more,med,low,unacc
c1481,low,high,4,more,med,med,acc
c1482,low,high,4,more,med,high,vgood
c1483,low,high,4,more,big,low,unacc
c1484,low,high,4,more,big,med,acc
c1485,low,high,4,more,big,high,vgood
c1486,low,high,5more,2,small,low,unacc
c1487,low,high,5more,2,small,med,unacc
c1488,low,high,5more,2,small,high,unacc
c1489,low,high,5more,2,med,low,unacc
c1490,low,high,5more,2,med,med,unacc
c1491,low,high,5more,2,med,high,unacc
c1492,low,high,5more,2,big,low,unacc
c1493,low,high,5more,2,big,med,unacc
c1494,low,high,5more,2,big,high,unacc
c1495,low,high,5more,4,small,low,unacc
c1496,low,high,5more,4,small,med,acc
c1497,low,high,5more,4,small,high,acc
c1498,low,high,5more,4,med,low,unacc
c1499,low,high,5more,4,med,med,acc
c1500,low,high,5more,4,med,high,vgood
c1501,low,high,5more,4,big,low,unacc
c1502,low,high,5more,4,big,med,acc
c1503,low,high,5more,4,big,high,vgood
c1504,low,high,5more,more,small,low,unacc
c1505,low,high,5more,more,small,med,acc
c1506,low,high,5more,more,small,high,acc
c1507,low,high,5more,more,med,low,unacc
c1508,low,high,5more,more,med,med,acc
c1509,low,high,5more,more,med,high,vgood
c1510,low,high,5more,more,big,low,unacc
c1511,low,high,5more,more,big,med,acc
c1512,low,high,5more,more,big,high,vgood
c1513,low,med,2,2,small,low,unacc
c1514,low,med,2,2,small,med,unacc
c1515,low,med,2,2,small,high,unacc
c1516,low,med,2,2,med,low,unacc
c1517,low,med,2,2,med,med,unacc
c1518,low,med,2,2,med,high,unacc
c1519,low,med,2,2,big,low,unacc
c1520,low,med,2,2,big,med,unacc
c1521,low,med,2,2,big,high,unacc
c1522,low,med,2,4,small,low,unacc
c1523,low,med,2,4,small,med,acc
c1524,low,med,2,4,small,high,good
c1525,low,med,2,4,med,low,unacc
c1526,low,med,2,4,med,med,acc
c1527,low,med,2,4,med,high,good
c1528,low,med,2,4,big,low,unacc
c1529,low,med,2,4,big,med,good
c1530,low,med,2,4,big,high,vgood
c1531,low,med,2,more,small,low,unacc
c1532,low,med,2,more,small,med,unacc
c1533,low,med,2,more,small,high,unacc
c1534,low,med,2,more,med,low,unacc
c1535,low,med,2,more,med,med,acc
c1536,low,med,2,more,med,high,good
c1537,low,med,2,more,big,low,unacc
c1538,low,med,2,more,big,med,good
c1539,low,med,2,more,big,high,vgood
c1540,low,med,3,2,small,low,unacc
c1541,low,med,3,2,small,med,unacc
c1542,low,med,3,2,small,high,unacc
c1543,low,med,3,2,med,low,unacc
c1544,low,med,3,2,med,med,unacc
c1545,low,med,3,2,med,high,unacc
c1546,low,med,3,2,big,low,unacc
c1547,low,med,3,2,big,med,unacc
c1548,low,med,3,2,big,high,unacc
c1549,low,med,3,4,small,low,unacc
c1550,low,med,3,4,small,med,acc
c1551,low,med,3,4,small,high,good
c1552,low,med,3,4,med,low,unacc
c1553,low,med,3,4,med,med,acc
c1554,low,med,3,4,med,high,good
c1555,low,med,3,4,big,low,unacc
c1556,low,med,3,4,big,med,good
c1557,low,med,3,4,big,high,vgood
c1558,low,med,3,more,small,low,unacc
c1559,low,med,3,more,small,med,acc
c1560,low,med,3,more,small,high,good
c1561,low,med,3,more,med,low,unacc
c1562,low,med,3,more,med,med,good
c1563,low,med,3,more,med,high,vgood
c1564,low,med,3,more,big,low,unacc
c1565,low,med,3,more,big,med,good
c1566,low,med,3,more,big,high,vgood
c1567,low,med,4,2,small,low,unacc
c1568,low,med,4,2,small,med,unacc
c1569,low,med,4,2,small,high,unacc
c1570,low,med,4,2,med,low,unacc
c1571,low,med,4,2,med,med,unacc
c1572,low,med,4,2,med,high,unacc
c1573,low,med,4,2,big,low,unacc
c1574,low,med,4,2,big,med,unacc
c1575,low,med,4,2,big,high,unacc
c1576,low,med,4,4,small,low,unacc
c1577,low,med,4,4,small,med,acc
c1578,low,med,4,4,small,high,good
c1579,low,med,4,4,med,low,unacc
c1580,low,med,4,4,med,med,good
c1581,low,med,4,4,med,high,vgood
c1582,low,med,4,4,big,low,unacc
c1583,low,med,4,4,big,med,good
c1584,low,med,4,4,big,high,vgood
c1585,low,med,4,more,small,low,unacc
c1586,low,med,4,more,small,med,acc
c1587,low,med,4,more,small,high,good
c1588,low,med,4,more,med,low,unacc
c1589,low,med,4,more,med,med,good
c1590,low,med,4,more,med,high,vgood
c1591,low,med,4,more,big,low,unacc
c1592,low,med,4,more,big,med,good
c1593,low,med,4,more,big,high,vgood
c1594,low,med,5more,2,small,low,unacc
c1595,low,med,5more,2,small,med,unacc
c1596,low,med,5more,2,small,high,unacc
c1597,low,med,5more,2,med,low,unacc
c1598,low,med,5more,2,med,med,unacc
c1599,low,med,5more,2,med,high,unacc
c1600,low,med,5more,2,big,low,unacc
c1601,low,med,5more,2,big,med,unacc
c1602,low,med,5more,2,big,high,unacc
c1603,low,med,5more,4,small,low,unacc
c1604,low,med,5more,4,small,med,acc
c1605,low,med,5more,4,small,high,good
c1606,low,med,5more,4,med,low,unacc
c1607,low,med,5more,4,med,med,good
c1608,low,med,5more,4,med,high,vgood
c1609,low,med,5more,4,big,low,unacc
c1610,low,med,5more,4,big,med,good
c1611,low,med,5more,4,big,high,vgood
c1612,low,med,5more,more,small,low,unacc
c1613,low,med,5more,more,small,med,acc
c1614,low,med,5more,more,small,high,good
c1615,low,med,5more,more,med,low,unacc
c1616,low,med,5more,more,med,med,good
c1617,low,med,5more,more,med,high,vgood
c1618,low,med,5more,more,big,low,unacc
c1619,low,med,5more,more,big,med,good
c1620,low,med,5more,more,big,high,vgood
c1621,low,low,2,2,small,low,unacc
c1622,low,low,2,2,small,med,unacc
c1623,low,low,2,2,small,high,unacc
c1624,low,low,2,2,med,low,unacc
c1625,low,low,2,2,med,med,unacc
c1626,low,low,2,2,med,high,unacc
c1627,low,low,2,2,big,low,unacc
c1628,low,low,2,2,big,med,unacc
c1629,low,low,2,2,big,high,unacc
c1630,low,low,2,4,small,low,unacc
c1631,low,low,2,4,small,med,acc
c1632,low,low,2,4,small,high,good
c1633,low,low,2,4,med,low,unacc
c1634,low,low,2,4,med,med,acc
c1635,low,low,2,4,med,high,good
c1636,low,low,2,4,big,low,unacc
c1637,low,low,2,4,big,med,good
c1638,low,low,2,4,big,high,vgood
c1639,low,low,2,more,small,low,unacc
c1640,low,low,2,more,small,med,unacc
c1641,low,low,2,more,small,high,unacc
c1642,low,low,2,more,med,low,unacc
c1643,low,low,2,more,med,med,acc
c1644,low,low,2,more,med,high,good
c1645,low,low,2,more,big,low,unacc
c1646,low,low,2,more,big,med,good
c1647,low,low,2,more,big,high,vgood
c1648,low,low,3,2,small,low,unacc
c1649,low,low,3,2,small,med,unacc
c1650,low,low,3,2,small,high,unacc
c1651,low,low,3,2,med,low,unacc
c1652,low,low,3,2,med,med,unacc
c1653,low,low,3,2,med,high,unacc
c1654,low,low,3,2,big,low,unacc
c1655,low,low,3,2,big,med,unacc
c1656,low,low,3,2,big,high,unacc
c1657,low,low,3,4,small,low,unacc
c1658,low,low,3,4,small,med,acc
c1659,low,low,3,4,small,high,good
c1660,low,low,3,4,med,low,unacc
c1661,low,low,3,4,med,med,acc
c1662,low,low,3,4,med,high,good
c1663,low,low,3,4,big,low,unacc
c1664,low,low,3,4,big,med,good
c1665,low,low,3,4,big,high,vgood
c1666,low,low,3,more,small,low,unacc
c1667,low,low,3,more,small,med,acc
c1668,low,low,3,more,small,high,good
c1669,low,low,3,more,med,low,unacc
c1670,low,low,3,more,med,med,good
c1671,low,low,3,more,med,high,vgood
c1672,low,low,3,more,big,low,unacc
c1673,low,low,3,more,big,med,good
c1674,low,low,3,more,big,high,vgood
c1675,low,low,4,2,small,low,unacc
c1676,low,low,4,2,small,med,unacc
c1677,low,low,4,2,small,high,unacc
c1678,low,low,4,2,med,low,unacc
c1679,low,low,4,2,med,med,unacc
c1680,low,low,4,2,med,high,unacc
c1681,low,low,4,2,big,low,unacc
c1682,low,low,4,2,big,med,unacc
c1683,low,low,4,2,big,high,unacc
c1684,low,low,4,4,small,low,unacc
c1685,low,low,4,4,small,med,acc
c1686,low,low,4,4,small,high,good
c1687,low,low,4,4,med,low,unacc
c1688,low,low,4,4,med,med,good
c1689,low,low,4,4,med,high,vgood
c1690,low,low,4,4,big,low,unacc
c1691,low,low,4,4,big,med,good
c1692,low,low,4,4,big,high,vgood
c1693,low,low,4,more,small,low,unacc
c1694,low,low,4,more,small,med,acc
c1695,low,low,4,more,small,high,good
c1696,low,low,4,more,med,low,unacc
c1697,low,low,4,more,med,med,good
c1698,low,low,4,more,med,high,vgood
c1699,low,low,4,more,big,low,unacc
c1700,low,low,4,more,big,med,good
c1701,low,low,4,more,big,high,vgood
c1702,low,low,5more,2,small,low,unacc
c1703,low,low,5more,2,small,med,unacc
c1704,low,low,5more,2,small,high,unacc
c1705,low,low,5more,2,med,low,unacc
c1706,low,low,5more,2,med,med,unacc
c1707,low,low,5more,2,med,high,unacc
c1708,low,low,5more,2,big,low,unacc
c1709,low,low,5more,2,big,med,unacc
c1710,low,low,5more,2,big,high,unacc
c1711,low,low,5more,4,small,low,unacc
c1712,low,low,5more,4,small,med,acc
c1713,low,low,5more,4,small,high,good
c1714,low,low,5more,4,med,low,unacc
c1715,low,low,5more,4,med,med,good
c1716,low,low,5more,4,med,high,vgood
c1717,low,low,5more,4,big,low,unacc
c1718,low,low,5more,4,big,med,good
c1719,low,low,5more,4,big,high,vgood
c1720,low,low,5more,more,small,low,unacc
c1721,low,low,5more,more,small,med,acc
c1722,low,low,5more,more,small,high,good
c1723,low,low,5more,more,med,low,unacc
c1724,low,low,5more,more,med,med,good
c1725,low,low,5more,more,med,high,vgood
c1726,low,low,5more,more,big,low,unacc
c1727,low,low,5more,more,big,med,good
c1728,low,low,5more,more,big,high,vgood
